Road Type,Speed Limit,Lanes,Coordinates
footway,Unknown,Unknown,"[4406691891, 4406691892, 4406691895]"
footway,Unknown,Unknown,"[4406691896, 11938344303, 65330567, 4406691894, 4406691893, 65373277, 4406691891]"
footway,Unknown,Unknown,"[4406691909, 763662550, 1723633946, 1723633908, 297392051, 342605524, 763662552, 8489942586, 4406691916]"
footway,Unknown,Unknown,"[4406691904, 4406691905, 4406691909]"
footway,Unknown,Unknown,"[6202276105, 65298637, 6202276106]"
footway,Unknown,Unknown,"[11260041173, 302737025, 763662659, 8489942576, 2071280058]"
footway,Unknown,Unknown,"[3719575852, 4406691919, 11220416402]"
footway,Unknown,Unknown,"[7209252656, 6270792541, 7209252659]"
footway,Unknown,Unknown,"[11220416409, 6270792540, 7209252656]"
footway,Unknown,Unknown,"[7209252658, 6270792543, 11220416399]"
footway,Unknown,Unknown,"[7209252659, 6270792542, 7209252658]"
footway,Unknown,Unknown,"[7209252660, 6311782368, 7209252663]"
footway,Unknown,Unknown,"[7209252661, 6311782371, 7209252660]"
footway,Unknown,Unknown,"[7209252662, 6311782370, 7209252661]"
footway,Unknown,Unknown,"[7209252663, 6311782369, 7209252662]"
footway,Unknown,Unknown,"[6202275656, 6311778829, 6202275663]"
footway,Unknown,Unknown,"[6202276089, 7209252665]"
footway,Unknown,Unknown,"[7209252664, 6202275679]"
footway,Unknown,Unknown,"[6202275679, 11021413392, 6202275682, 6202275683]"
footway,Unknown,Unknown,"[7209252665, 7043607243, 11021413398, 6202276090, 6201195197]"
footway,Unknown,Unknown,"[7209252670, 7209252653, 7209252673]"
footway,Unknown,Unknown,"[7209252671, 7209252654, 7209252670]"
footway,Unknown,Unknown,"[7209252672, 7209252655, 7209252671]"
footway,Unknown,Unknown,"[7209252673, 7209252652, 7209252672]"
footway,Unknown,Unknown,"[7209252678, 7209252675, 7209252681]"
footway,Unknown,Unknown,"[7209252679, 7209252676, 7209252678]"
footway,Unknown,Unknown,"[7209252680, 7209252677, 7209252679]"
footway,Unknown,Unknown,"[7209252681, 7209252674, 7209252680]"
footway,Unknown,Unknown,"[7209260286, 7209260285, 7209260289]"
footway,Unknown,Unknown,"[7209260287, 7209252682, 7209260286]"
footway,Unknown,Unknown,"[7209260288, 7209252684, 7209260287]"
footway,Unknown,Unknown,"[7209260289, 7209252683, 7209260288]"
footway,Unknown,Unknown,"[7209260292, 7209260291, 7209260295]"
footway,Unknown,Unknown,"[7209260293, 7209260290, 7209260292]"
footway,Unknown,Unknown,"[7209260294, 6311800337, 7209260293]"
footway,Unknown,Unknown,"[7209260295, 6311800338, 7209260294]"
footway,Unknown,Unknown,"[7209260289, 6967308044, 6967308045, 6967305805, 7228212659, 7228212662, 7209260296, 6250503688]"
footway,Unknown,Unknown,"[7209260297, 6250503383]"
footway,Unknown,Unknown,"[6250503382, 7209438648, 7209260297, 7234398383, 7209260296, 6250503687]"
footway,Unknown,Unknown,"[6250503380, 7209260298]"
footway,Unknown,Unknown,"[7209260299, 6339001691]"
footway,Unknown,Unknown,"[6339001692, 7209438643, 7209260299, 916328133, 7234399986, 7209260298, 7209438647, 6250503381]"
footway,Unknown,Unknown,"[6339001694, 7209260300]"
footway,Unknown,Unknown,"[7209254425, 2068535625]"
footway,Unknown,Unknown,"[7209260301, 2068535628]"
footway,Unknown,Unknown,"[2068535610, 7209511004, 7209254425, 8741016451, 7209260300, 7209438640, 6339001693]"
footway,Unknown,Unknown,"[7209254430, 7209254426, 7209254433]"
footway,Unknown,Unknown,"[7209254431, 7209254427, 7209254430]"
footway,Unknown,Unknown,"[7209254432, 7209254428, 7209254431]"
footway,Unknown,Unknown,"[7209254433, 7209254429, 7209254432]"
footway,Unknown,Unknown,"[7209254434, 5826707768, 7209254437]"
footway,Unknown,Unknown,"[7209254435, 5826707769, 7209254434]"
footway,Unknown,Unknown,"[7209254436, 5826707773, 7209254435]"
footway,Unknown,Unknown,"[7209254437, 5826707774, 7209254436]"
footway,Unknown,Unknown,"[7209254440, 6925202325, 7209254443]"
footway,Unknown,Unknown,"[7209254441, 7209254438, 7209254440]"
footway,Unknown,Unknown,"[7209254442, 6925202324, 7209254441]"
footway,Unknown,Unknown,"[7209254443, 7209254439, 7209254442]"
footway,Unknown,Unknown,"[6376456946, 7209254440]"
footway,Unknown,Unknown,"[6376456947, 7209438637, 7209254443]"
footway,Unknown,Unknown,"[6376456944, 7209438638, 7209438639, 7209438640]"
footway,Unknown,Unknown,"[6376456947, 7209438641, 7209438642, 7209438643]"
footway,Unknown,Unknown,"[6489941289, 10651055381, 7332001482, 916328134]"
footway,Unknown,Unknown,"[7209254443, 10567161632, 10651057712, 10651057708, 7209438645, 7332001483, 10651055382, 7209438647]"
footway,Unknown,Unknown,"[7209254442, 7209438648]"
footway,Unknown,Unknown,"[7209438658, 7223662393, 7209438660]"
platform,Unknown,Unknown,"[7209438649, 7209438651]"
footway,Unknown,Unknown,"[7209438651, 7209438650]"
platform,Unknown,Unknown,"[7209438652, 7209438654]"
footway,Unknown,Unknown,"[7209438654, 7209438653]"
footway,Unknown,Unknown,"[7209438656, 7209438655]"
platform,Unknown,Unknown,"[7209438657, 7209438656]"
footway,Unknown,Unknown,"[7209438659, 7209438664, 7209454289]"
footway,Unknown,Unknown,"[7209438661, 7209438659]"
footway,Unknown,Unknown,"[7209438659, 7209438658]"
footway,Unknown,Unknown,"[11240402770, 7209438660]"
footway,Unknown,Unknown,"[7209454288, 7209438662, 7209438666, 7209438663, 7209438661]"
footway,Unknown,Unknown,"[7209438660, 7209438681, 7209438655, 7209438682, 7209438674]"
footway,Unknown,Unknown,"[7209438669, 11240396505, 6376456945]"
footway,Unknown,Unknown,"[7209438676, 7209438671]"
footway,Unknown,Unknown,"[7209438672, 7223662392, 7209438669]"
footway,Unknown,Unknown,"[7209438674, 12207634013, 6376456946]"
footway,Unknown,Unknown,"[7209454290, 7209438674]"
footway,Unknown,Unknown,"[7209254432, 7209438684, 11019492770, 7209438676]"
footway,Unknown,Unknown,"[7209254433, 7209438677]"
footway,Unknown,Unknown,"[7209438677, 7209438675, 7209438676]"
footway,Unknown,Unknown,"[7209438677, 6952632756, 7209438672]"
footway,Unknown,Unknown,"[7209438671, 7209438678, 7209438650, 7209438679, 11240402787, 7209438653, 7209438680, 7209438658]"
footway,Unknown,Unknown,"[7209454290, 7209454286]"
footway,Unknown,Unknown,"[7209454285, 7209454295]"
busway,Unknown,Unknown,"[5826707782, 7209454287]"
footway,Unknown,Unknown,"[7209454295, 5000826414]"
footway,Unknown,Unknown,"[7209454289, 11280393329, 7209454291, 7209454285]"
footway,Unknown,Unknown,"[7209454288, 7209454289]"
footway,Unknown,Unknown,"[7209454286, 7209454292, 7209454288]"
footway,Unknown,Unknown,"[7209254440, 7209454294, 7209454293, 7209454290]"
footway,Unknown,Unknown,"[12207592306, 11280393328, 7209254441]"
footway,Unknown,Unknown,"[7209438672, 7209510881]"
footway,Unknown,Unknown,"[7209510864, 7209510863, 7223662388, 7209510880]"
footway,Unknown,Unknown,"[7209510883, 7209510862, 7209510865, 7209510864]"
footway,Unknown,Unknown,"[7209438677, 7209510882]"
footway,Unknown,Unknown,"[7209510866, 7209510985]"
footway,Unknown,Unknown,"[7209510868, 7209510873, 7209510869]"
footway,Unknown,Unknown,"[7209510870, 7209510868]"
footway,Unknown,Unknown,"[7209510872, 7209510871]"
footway,Unknown,Unknown,"[6925251693, 7209510874, 7209510870]"
footway,Unknown,Unknown,"[6925251687, 7209510869]"
footway,Unknown,Unknown,"[7209510987, 7209510879, 7209510877, 7209510878, 6925251686]"
footway,Unknown,Unknown,"[7209510880, 7209510884]"
footway,Unknown,Unknown,"[7209510881, 7209510866]"
footway,Unknown,Unknown,"[7209254436, 7209510882]"
footway,Unknown,Unknown,"[7209254437, 7209510883]"
footway,Unknown,Unknown,"[7209510884, 7209510990, 7209510987]"
footway,Unknown,Unknown,"[7209510985, 7209510991, 7209510986]"
footway,Unknown,Unknown,"[7209510986, 6925202310]"
footway,Unknown,Unknown,"[7209510987, 6925202311]"
footway,Unknown,Unknown,"[7209510883, 7209510989, 7209510880]"
footway,Unknown,Unknown,"[7209510882, 7209510988, 7209510881]"
footway,Unknown,Unknown,"[6925246576, 7209510994, 7209510992]"
footway,Unknown,Unknown,"[7209510993, 6925246577]"
footway,Unknown,Unknown,"[5854920800, 7209510999, 7209510996]"
footway,Unknown,Unknown,"[7209511003, 7209510995, 5854920800]"
footway,Unknown,Unknown,"[7209510996, 11617857477, 7209511000, 11617857478, 7209511002, 6925202312]"
footway,Unknown,Unknown,"[6925202313, 7209511001, 7209510997, 7209510998, 7209511004]"
footway,Unknown,Unknown,"[7209511005, 7209511016, 7209511006]"
footway,Unknown,Unknown,"[6925202312, 11617766167, 11617766168, 11617857469, 7209511005]"
footway,Unknown,Unknown,"[7209511008, 6925246580]"
footway,Unknown,Unknown,"[7209511007, 7209511010, 7209511008]"
footway,Unknown,Unknown,"[7209511009, 65292818, 7209511014]"
footway,Unknown,Unknown,"[6925246583, 7209511012, 7209511013, 7209511014, 7209511015, 6925202311]"
footway,Unknown,Unknown,"[7209511006, 7209511009, 7209511011, 7209511007]"
footway,Unknown,Unknown,"[7209511020, 7209511019, 11081851991]"
footway,Unknown,Unknown,"[7209511022, 7209511021]"
footway,Unknown,Unknown,"[6925251698, 7209511023, 7209254434]"
footway,Unknown,Unknown,"[7209254437, 5429900158, 11019489338, 11019489360, 11019489333, 11019489334, 11019489335, 6925251697]"
footway,Unknown,Unknown,"[7209254433, 7209254436]"
footway,Unknown,Unknown,"[7209254430, 7209254435]"
steps,Unknown,Unknown,"[7209981541, 5015578206]"
steps,Unknown,Unknown,"[7209981542, 5015600017]"
steps,Unknown,Unknown,"[7209981543, 5015578943]"
steps,Unknown,Unknown,"[7209981544, 5015578968]"
steps,Unknown,Unknown,"[7209981545, 5015578969]"
steps,Unknown,Unknown,"[7209981546, 5015578936]"
steps,Unknown,Unknown,"[7209981554, 7209981555]"
steps,Unknown,Unknown,"[1677860418, 7209981546]"
steps,Unknown,Unknown,"[7212454787, 7212414776]"
steps,Unknown,Unknown,"[7212454785, 7212414777]"
steps,Unknown,Unknown,"[7212414784, 7212454785]"
steps,Unknown,Unknown,"[7212454786, 7212454787]"
steps,Unknown,Unknown,"[7212454790, 7212454788]"
steps,Unknown,Unknown,"[7212454792, 7212454789]"
steps,Unknown,Unknown,"[7212454791, 7212454790]"
steps,Unknown,Unknown,"[7212454793, 7212454792]"
steps,Unknown,Unknown,"[7212562573, 7212562572]"
steps,Unknown,Unknown,"[7212562574, 7212562568]"
steps,Unknown,Unknown,"[7212562576, 7212562571]"
steps,Unknown,Unknown,"[7212562579, 7212562578]"
steps,Unknown,Unknown,"[7212562580, 7212562581]"
steps,Unknown,Unknown,"[7212562582, 7212562567]"
steps,Unknown,Unknown,"[7212562569, 7212562573]"
steps,Unknown,Unknown,"[7212562575, 7212562574]"
steps,Unknown,Unknown,"[7212562577, 7212562576]"
steps,Unknown,Unknown,"[7212562570, 7212562579]"
steps,Unknown,Unknown,"[7212562566, 7212562580]"
steps,Unknown,Unknown,"[7212562583, 7212562582]"
secondary,Unknown,3,"[6639386716, 7274605251]"
tertiary,Unknown,3,"[6369291411, 7233943474, 65303529]"
steps,Unknown,Unknown,"[7214762926, 7214762925]"
pedestrian,Unknown,Unknown,"[7214762929, 7214762926, 7214762930, 7214763972, 7214779007, 1419791211, 994490644, 7214779018, 1419791219, 7214779015, 7214779016, 7214779004, 7214779001, 994490684, 1419791171, 1677844649, 7214762929]"
footway,Unknown,Unknown,"[1864987708, 7214778985, 7214764983, 5318199033, 6250503097]"
footway,Unknown,Unknown,"[7214778986, 5318198811]"
footway,Unknown,Unknown,"[7214778987, 5318198816]"
footway,Unknown,Unknown,"[7214778988, 7214778995]"
footway,Unknown,Unknown,"[7214778989, 7214778992]"
footway,Unknown,Unknown,"[7214778990, 7214778989]"
footway,Unknown,Unknown,"[7214778991, 7214778988]"
footway,Unknown,Unknown,"[7214778994, 7214778993, 7214778990]"
footway,Unknown,Unknown,"[7214778997, 7214778991]"
footway,Unknown,Unknown,"[7214778998, 7214778996]"
footway,Unknown,Unknown,"[7214778996, 1419791202, 1419791196]"
footway,Unknown,Unknown,"[7214778997, 1864987702, 7214778998]"
footway,Unknown,Unknown,"[7214778999, 7214779003]"
steps,Unknown,Unknown,"[7214779000, 7214779001]"
footway,Unknown,Unknown,"[7214779002, 7214779000]"
steps,Unknown,Unknown,"[7214779004, 7214778999]"
tertiary,Unknown,Unknown,"[6914381214, 7214779005]"
footway,Unknown,Unknown,"[1950609230, 7214779008]"
steps,Unknown,Unknown,"[7214779008, 7214779009]"
steps,Unknown,Unknown,"[7214779012, 1419791219]"
steps,Unknown,Unknown,"[1950609185, 7214779011]"
steps,Unknown,Unknown,"[1419791184, 7214779014]"
steps,Unknown,Unknown,"[7214779013, 1419791211]"
footway,Unknown,Unknown,"[7215416042, 7215416041, 5318199023]"
footway,Unknown,Unknown,"[7215416043, 5318199023]"
footway,Unknown,Unknown,"[5318199021, 5318198819]"
footway,Unknown,Unknown,"[5318198819, 7214762924]"
steps,Unknown,Unknown,"[5318198801, 7217190551]"
steps,Unknown,Unknown,"[5318198802, 7217190552]"
steps,Unknown,Unknown,"[5318198800, 7217190554]"
steps,Unknown,Unknown,"[5318198803, 7217190553]"
steps,Unknown,Unknown,"[5318198799, 7217190556]"
steps,Unknown,Unknown,"[5318199047, 7217190555]"
steps,Unknown,Unknown,"[7217057115, 7217057114]"
footway,Unknown,Unknown,"[1677844637, 7217057117]"
footway,Unknown,Unknown,"[7217057120, 7217057117, 7217057116]"
steps,Unknown,Unknown,"[1677844637, 7217057118]"
footway,Unknown,Unknown,"[7217057119, 6339001631]"
footway,Unknown,Unknown,"[7217057120, 1677844653, 7217057119]"
footway,Unknown,Unknown,"[6339001630, 7217057126, 3902413695, 7217057120]"
tertiary,Unknown,2,"[1723738887, 7217057124]"
tertiary,Unknown,Unknown,"[5922052537, 7217057126, 7217057125, 7217057123, 7217057124]"
tertiary,Unknown,2,"[5922052537, 5922052538]"
footway,Unknown,Unknown,"[5318198799, 7217057132, 7217057131]"
footway,Unknown,Unknown,"[5318199047, 7217057135, 7217057134]"
footway,Unknown,Unknown,"[5318198803, 7217057138, 7217057137]"
footway,Unknown,Unknown,"[5318198800, 7217057141, 7217057140]"
footway,Unknown,Unknown,"[5318198802, 7217057144, 7217057143]"
footway,Unknown,Unknown,"[5318198801, 7217057147, 7217057146]"
steps,Unknown,Unknown,"[7217244358, 7217244359]"
steps,Unknown,Unknown,"[7217244359, 7217244360]"
steps,Unknown,Unknown,"[7217244361, 7217244362]"
steps,Unknown,Unknown,"[7217244363, 7217244361]"
steps,Unknown,Unknown,"[7217244364, 7217244367]"
steps,Unknown,Unknown,"[7217244365, 7217244369]"
steps,Unknown,Unknown,"[7217244366, 7217244364]"
steps,Unknown,Unknown,"[7217244368, 7217244365]"
steps,Unknown,Unknown,"[7217251800, 7217251802]"
steps,Unknown,Unknown,"[7217251802, 7217251801]"
steps,Unknown,Unknown,"[7217251805, 7217251803]"
steps,Unknown,Unknown,"[7217251804, 7217251805]"
steps,Unknown,Unknown,"[7217251808, 7217251806]"
steps,Unknown,Unknown,"[7217251807, 7217251808]"
steps,Unknown,Unknown,"[7217251810, 7217251809]"
steps,Unknown,Unknown,"[7217251811, 7217251810]"
steps,Unknown,Unknown,"[7217251812, 7217251813]"
steps,Unknown,Unknown,"[7217251813, 7217251814]"
steps,Unknown,Unknown,"[7217210009, 7217251815]"
steps,Unknown,Unknown,"[7217210010, 7217210009]"
steps,Unknown,Unknown,"[7217210012, 7217210016]"
steps,Unknown,Unknown,"[7217210013, 7217210015]"
steps,Unknown,Unknown,"[7217210011, 7217210018]"
steps,Unknown,Unknown,"[7217210014, 7217210013]"
steps,Unknown,Unknown,"[7217210017, 7217210012]"
steps,Unknown,Unknown,"[7217210019, 7217210011]"
footway,Unknown,Unknown,"[3570363393, 5005671133]"
footway,Unknown,Unknown,"[5318199038, 7217190550]"
steps,Unknown,Unknown,"[7217190551, 7217057148]"
steps,Unknown,Unknown,"[7217190552, 7217057145]"
steps,Unknown,Unknown,"[7217190553, 7217057139]"
steps,Unknown,Unknown,"[7217190554, 7217057142]"
steps,Unknown,Unknown,"[7217190555, 7217057136]"
steps,Unknown,Unknown,"[7217190556, 7217057133]"
footway,Unknown,Unknown,"[7217619699, 7217619698, 7217619697, 7217619696]"
footway,Unknown,Unknown,"[7223650169, 7223650168]"
footway,Unknown,Unknown,"[7223650167, 7223650169]"
footway,Unknown,Unknown,"[7209510879, 7209511014]"
footway,Unknown,Unknown,"[7223662388, 7223662387]"
footway,Unknown,Unknown,"[7209510884, 7223662389, 7209510866]"
footway,Unknown,Unknown,"[7209510881, 7223662390, 7209510880]"
footway,Unknown,Unknown,"[7209510869, 7223650168, 5870674306, 7223648482, 7223662387, 7209510884]"
footway,Unknown,Unknown,"[7209438669, 7209510866]"
footway,Unknown,Unknown,"[7223662393, 7223662391, 7223662392]"
service,Unknown,Unknown,"[239482695, 8778130050, 4318507229]"
tertiary,Unknown,2,"[8889472325, 4318507228, 53043626]"
tertiary,Unknown,3,"[7227425923, 6470661953, 6470661961]"
tertiary,Unknown,2,"[6470661958, 7227425923]"
footway,Unknown,Unknown,"[2101121586, 2101121538, 7228114354, 6940432957]"
footway,Unknown,Unknown,"[7228114355, 6940432964, 7228114353, 7228114352, 7044465267, 7044465268]"
footway,Unknown,Unknown,"[7209260211, 7228114361, 7228114360, 7228114359, 7228114358, 7228114357, 7228114356, 6329652902]"
footway,Unknown,Unknown,"[4406691761, 1723633828, 7228114364, 7228114362, 7228114363, 6929076646]"
footway,Unknown,Unknown,"[6202275662, 4406691909]"
footway,Unknown,Unknown,"[5000827327, 5000827328, 5000826420]"
footway,Unknown,Unknown,"[5000827325, 5000827326, 5000827327]"
footway,Unknown,Unknown,"[5000827323, 5000827324, 5000827325]"
footway,Unknown,Unknown,"[4406691918, 7228114367, 7228212672, 7228212665, 12003576270, 3779134658, 3719584392, 7228114366, 7228114365, 4406691909]"
footway,Unknown,Unknown,"[4406691922, 7228114371, 7228114370, 7228114369, 7228114368, 3719575852]"
footway,Unknown,Unknown,"[2071244910, 2071244699, 2071244717]"
footway,Unknown,Unknown,"[2071244717, 601268057, 2071244669]"
footway,Unknown,Unknown,"[7234248901, 2071244811, 7228182788, 7228182785, 7228182786, 3719571442, 7228182787, 7234075846, 7228182789]"
footway,Unknown,Unknown,"[8945676544, 2071244672, 7234248901]"
footway,Unknown,Unknown,"[2071244811, 2071244852, 2071244688, 6319310896, 2071244855, 5367527998, 2071244721, 2071269329]"
footway,Unknown,Unknown,"[2071244846, 7234098538, 2071244821]"
footway,Unknown,Unknown,"[2071244836, 2071244914, 2071244846]"
footway,Unknown,Unknown,"[5000827327, 9971861501, 9971861498, 7228212639, 5000827726]"
footway,Unknown,Unknown,"[7209252663, 11019492762, 7228212643, 10270710756, 10270710750, 9971861493, 6202275663]"
footway,Unknown,Unknown,"[6202275662, 7228212642, 7228212640, 7228212641, 7209252662]"
footway,Unknown,Unknown,"[7209260293, 11022496928, 7228212645, 11022496933, 7209252660]"
footway,Unknown,Unknown,"[12054003634, 11064650970, 7209260294]"
footway,Unknown,Unknown,"[5000827724, 7228212646, 12003549956, 7228212647, 12003576181, 12003549954, 7209260287]"
footway,Unknown,Unknown,"[5000827722, 11019489374, 11019489373, 9977268213, 7209260286]"
footway,Unknown,Unknown,"[7209252656, 11019492768, 7228212648, 7209252662]"
footway,Unknown,Unknown,"[7209252659, 8747701924]"
footway,Unknown,Unknown,"[7209252660, 7228212649, 5000827724]"
footway,Unknown,Unknown,"[5000827726, 11019492761, 7228212650, 7209252663]"
footway,Unknown,Unknown,"[5000827722, 11019489372, 7228212651, 5000826412]"
footway,Unknown,Unknown,"[5000826416, 7209254431]"
footway,Unknown,Unknown,"[5000826414, 7228212652, 7209254432]"
footway,Unknown,Unknown,"[6202275667, 7228212653, 5000826416]"
footway,Unknown,Unknown,"[5000827323, 6202275665]"
footway,Unknown,Unknown,"[6201195197, 7228212655, 8702772236, 7228212654, 5000827323]"
